Hotel_Name,Aspect,Negative,Neutral,Positive,Total,Positive_Percentage,Negative_Percentage,Sentiment_Score
Abba Sants,Location,6,21,50,77,64.94,7.79,0.571
Abba Sants,Room,7,23,35,65,53.85,10.77,0.431
Abba Sants,Staff_Service,3,11,30,44,68.18,6.82,0.614
Abba Sants,Value,1,5,6,12,50.0,8.33,0.417
Abba Sants,Wellness,0,0,1,1,100.0,0.0,1.0
Acad mie H tel Saint Germain,Cleanliness,2,9,38,49,77.55,4.08,0.735
Acad mie H tel Saint Germain,Facilities,0,3,16,19,84.21,0.0,0.842
Acad mie H tel Saint Germain,Food,1,11,38,50,76.0,2.0,0.74
Acad mie H tel Saint Germain,Location,3,29,120,152,78.95,1.97,0.77
Acad mie H tel Saint Germain,Room,4,37,94,135,69.63,2.96,0.667
Acad mie H tel Saint Germain,Staff_Service,4,22,127,153,83.01,2.61,0.804
Acad mie H tel Saint Germain,Value,1,11,25,37,67.57,2.7,0.649
Acad mie H tel Saint Germain,Wellness,1,2,6,9,66.67,11.11,0.556
Acca Palace,Cleanliness,3,9,47,59,79.66,5.08,0.746
Acca Palace,Facilities,3,10,28,41,68.29,7.32,0.61
Acca Palace,Food,5,25,76,106,71.7,4.72,0.67
Acca Palace,Location,6,20,82,108,75.93,5.56,0.704
Acca Palace,Room,6,24,72,102,70.59,5.88,0.647
Acca Palace,Staff_Service,6,18,73,97,75.26,6.19,0.691
Acca Palace,Value,3,4,15,22,68.18,13.64,0.545
Acca Palace,Wellness,0,2,5,7,71.43,0.0,0.714
Ace Hotel London Shoreditch,Cleanliness,2,10,23,35,65.71,5.71,0.6
Ace Hotel London Shoreditch,Facilities,5,9,25,39,64.1,12.82,0.513
Ace Hotel London Shoreditch,Food,7,28,87,122,71.31,5.74,0.656
Ace Hotel London Shoreditch,Location,11,32,134,177,75.71,6.21,0.695
Ace Hotel London Shoreditch,Room,21,55,164,240,68.33,8.75,0.596
Ace Hotel London Shoreditch,Staff_Service,16,42,195,253,77.08,6.32,0.708
Ace Hotel London Shoreditch,Value,6,16,37,59,62.71,10.17,0.525
Ace Hotel London Shoreditch,Wellness,2,4,2,8,25.0,25.0,0.0
Acevi Villarroel,Cleanliness,8,28,40,76,52.63,10.53,0.421
Acevi Villarroel,Facilities,10,23,22,55,40.0,18.18,0.218
Acevi Villarroel,Food,19,38,35,92,38.04,20.65,0.174
Acevi Villarroel,Location,17,52,69,138,50.0,12.32,0.377
Acevi Villarroel,Room,35,67,81,183,44.26,19.13,0.251
Acevi Villarroel,Staff_Service,23,49,85,157,54.14,14.65,0.395
Acevi Villarroel,Value,10,35,14,59,23.73,16.95,0.068
Acevi Villarroel,Wellness,7,35,35,77,45.45,9.09,0.364
Acta Atrium Palace,Cleanliness,4,31,48,83,57.83,4.82,0.53
Acta Atrium Palace,Facilities,4,26,44,74,59.46,5.41,0.541
Acta Atrium Palace,Food,8,39,76,123,61.79,6.5,0.553
Acta Atrium Palace,Location,14,78,170,262,64.89,5.34,0.595
Acta Atrium Palace,Room,16,80,123,219,56.16,7.31,0.489
Acta Atrium Palace,Staff_Service,15,71,179,265,67.55,5.66,0.619
Acta Atrium Palace,Value,2,24,21,47,44.68,4.26,0.404
Acta Atrium Palace,Wellness,4,33,46,83,55.42,4.82,0.506
Acta CITY47,Cleanliness,7,25,50,82,60.98,8.54,0.524
Acta CITY47,Facilities,6,33,43,82,52.44,7.32,0.451
Acta CITY47,Food,16,35,58,109,53.21,14.68,0.385
Acta CITY47,Location,18,68,113,199,56.78,9.05,0.477
Acta CITY47,Room,27,67,97,191,50.79,14.14,0.366
Acta CITY47,Staff_Service,16,49,89,154,57.79,10.39,0.474
Acta CITY47,Value,3,14,21,38,55.26,7.89,0.474
Acta CITY47,Wellness,0,7,1,8,12.5,0.0,0.125
Admiral Hotel,Cleanliness,1,2,2,5,40.0,20.0,0.2
Admiral Hotel,Facilities,0,1,3,4,75.0,0.0,0.75
Admiral Hotel,Food,0,7,4,11,36.36,0.0,0.364
Admiral Hotel,Location,0,5,5,10,50.0,0.0,0.5
Admiral Hotel,Room,2,4,4,10,40.0,20.0,0.2
Admiral Hotel,Staff_Service,0,5,7,12,58.33,0.0,0.583
Admiral Hotel,Value,1,3,0,4,0.0,25.0,-0.25
Adria Boutique Hotel,Cleanliness,1,5,11,17,64.71,5.88,0.588
Adria Boutique Hotel,Facilities,3,7,20,30,66.67,10.0,0.567
Adria Boutique Hotel,Food,4,12,29,45,64.44,8.89,0.556
Adria Boutique Hotel,Location,6,13,50,69,72.46,8.7,0.638
Adria Boutique Hotel,Room,13,34,106,153,69.28,8.5,0.608
Adria Boutique Hotel,Staff_Service,9,22,99,130,76.15,6.92,0.692
Adria Boutique Hotel,Value,3,7,12,22,54.55,13.64,0.409
Adria Boutique Hotel,Wellness,0,0,5,5,100.0,0.0,1.0
Ako Suites Hotel,Cleanliness,1,7,32,40,80.0,2.5,0.775
Ako Suites Hotel,Facilities,0,5,16,21,76.19,0.0,0.762
Ako Suites Hotel,Food,0,0,10,10,100.0,0.0,1.0
Ako Suites Hotel,Location,1,15,61,77,79.22,1.3,0.779
Ako Suites Hotel,Room,1,17,45,63,71.43,1.59,0.698
Ako Suites Hotel,Staff_Service,1,10,54,65,83.08,1.54,0.815
Ako Suites Hotel,Value,2,4,9,15,60.0,13.33,0.467
Ako Suites Hotel,Wellness,1,6,16,23,69.57,4.35,0.652
Albus Hotel Amsterdam City Centre,Cleanliness,5,13,21,39,53.85,12.82,0.41
Albus Hotel Amsterdam City Centre,Facilities,5,13,13,31,41.94,16.13,0.258
Albus Hotel Amsterdam City Centre,Food,1,7,15,23,65.22,4.35,0.609
Albus Hotel Amsterdam City Centre,Location,12,33,64,109,58.72,11.01,0.477
Albus Hotel Amsterdam City Centre,Room,15,32,56,103,54.37,14.56,0.398
Albus Hotel Amsterdam City Centre,Staff_Service,9,30,80,119,67.23,7.56,0.597
Albus Hotel Amsterdam City Centre,Value,4,12,4,20,20.0,20.0,0.0
Albus Hotel Amsterdam City Centre,Wellness,1,0,0,1,0.0,100.0,-1.0
Alexandra Barcelona A DoubleTree by Hilton,Cleanliness,2,5,1,8,12.5,25.0,-0.125
Alexandra Barcelona A DoubleTree by Hilton,Facilities,3,3,4,10,40.0,30.0,0.1
Alexandra Barcelona A DoubleTree by Hilton,Food,3,11,9,23,39.13,13.04,0.261
Alexandra Barcelona A DoubleTree by Hilton,Location,3,14,22,39,56.41,7.69,0.487
Alexandra Barcelona A DoubleTree by Hilton,Room,5,17,14,36,38.89,13.89,0.25
Alexandra Barcelona A DoubleTree by Hilton,Staff_Service,3,10,25,38,65.79,7.89,0.579
Alexandra Barcelona A DoubleTree by Hilton,Value,2,5,1,8,12.5,25.0,-0.125
Alexandra Barcelona A DoubleTree by Hilton,Wellness,2,3,9,14,64.29,14.29,0.5
Alma Barcelona GL,Cleanliness,0,1,12,13,92.31,0.0,0.923
Alma Barcelona GL,Facilities,0,2,14,16,87.5,0.0,0.875
Alma Barcelona GL,Food,2,6,49,57,85.96,3.51,0.825
Alma Barcelona GL,Location,1,15,66,82,80.49,1.22,0.793
Alma Barcelona GL,Room,0,17,58,75,77.33,0.0,0.773
Alma Barcelona GL,Staff_Service,1,14,94,109,86.24,0.92,0.853
Alma Barcelona GL,Value,0,3,16,19,84.21,0.0,0.842
Alma Barcelona GL,Wellness,0,2,12,14,85.71,0.0,0.857
Alma Boutique Hotel,Cleanliness,0,4,15,19,78.95,0.0,0.789
Alma Boutique Hotel,Facilities,0,7,20,27,74.07,0.0,0.741
Alma Boutique Hotel,Food,0,14,65,79,82.28,0.0,0.823
Alma Boutique Hotel,Location,0,16,91,107,85.05,0.0,0.85
Alma Boutique Hotel,Room,2,17,53,72,73.61,2.78,0.708
Alma Boutique Hotel,Staff_Service,0,13,67,80,83.75,0.0,0.838
Alma Boutique Hotel,Value,0,2,13,15,86.67,0.0,0.867
Alma Boutique Hotel,Wellness,0,0,3,3,100.0,0.0,1.0
Aloft London Excel,Cleanliness,9,54,151,214,70.56,4.21,0.664
Aloft London Excel,Facilities,8,68,151,227,66.52,3.52,0.63
Aloft London Excel,Food,20,90,204,314,64.97,6.37,0.586
Aloft London Excel,Location,12,99,250,361,69.25,3.32,0.659
Aloft London Excel,Room,51,150,370,571,64.8,8.93,0.559
Aloft London Excel,Staff_Service,44,95,302,441,68.48,9.98,0.585
Aloft London Excel,Value,13,57,111,181,61.33,7.18,0.541
Aloft London Excel,Wellness,10,45,126,181,69.61,5.52,0.641
Am Spiegeln,Cleanliness,0,1,8,9,88.89,0.0,0.889
Am Spiegeln,Facilities,0,1,7,8,87.5,0.0,0.875
Am Spiegeln,Food,0,3,8,11,72.73,0.0,0.727
Am Spiegeln,Location,0,0,8,8,100.0,0.0,1.0
Am Spiegeln,Room,0,2,5,7,71.43,0.0,0.714
Am Spiegeln,Staff_Service,0,1,9,10,90.0,0.0,0.9
Am Spiegeln,Value,0,0,6,6,100.0,0.0,1.0
Am Spiegeln,Wellness,0,0,2,2,100.0,0.0,1.0
Amadi Panorama Hotel,Cleanliness,2,32,70,104,67.31,1.92,0.654
Amadi Panorama Hotel,Facilities,4,22,69,95,72.63,4.21,0.684
Amadi Panorama Hotel,Food,6,33,92,131,70.23,4.58,0.656
Amadi Panorama Hotel,Location,7,42,124,173,71.68,4.05,0.676
Amadi Panorama Hotel,Room,20,76,158,254,62.2,7.87,0.543
Amadi Panorama Hotel,Staff_Service,11,53,193,257,75.1,4.28,0.708
Amadi Panorama Hotel,Value,5,23,32,60,53.33,8.33,0.45
Amadi Panorama Hotel,Wellness,0,1,2,3,66.67,0.0,0.667
Amadi Park Hotel,Cleanliness,9,28,54,91,59.34,9.89,0.495
Amadi Park Hotel,Facilities,8,14,24,46,52.17,17.39,0.348
Amadi Park Hotel,Food,9,22,57,88,64.77,10.23,0.545
Amadi Park Hotel,Location,13,47,107,167,64.07,7.78,0.563
Amadi Park Hotel,Room,25,70,148,243,60.91,10.29,0.506
Amadi Park Hotel,Staff_Service,15,40,164,219,74.89,6.85,0.68
Amadi Park Hotel,Value,9,14,28,51,54.9,17.65,0.373
Amadi Park Hotel,Wellness,0,1,0,1,0.0,0.0,0.0
Amarante Beau Manoir,Cleanliness,9,4,12,25,48.0,36.0,0.12
Amarante Beau Manoir,Facilities,12,20,17,49,34.69,24.49,0.102
Amarante Beau Manoir,Food,3,8,17,28,60.71,10.71,0.5
Amarante Beau Manoir,Location,22,39,34,95,35.79,23.16,0.126
Amarante Beau Manoir,Room,26,33,27,86,31.4,30.23,0.012
Amarante Beau Manoir,Staff_Service,17,23,31,71,43.66,23.94,0.197
Amarante Beau Manoir,Value,4,8,5,17,29.41,23.53,0.059
Amarante Beau Manoir,Wellness,0,0,1,1,100.0,0.0,1.0
Amarante Champs Elys es,Cleanliness,4,2,7,13,53.85,30.77,0.231
Amarante Champs Elys es,Facilities,4,12,15,31,48.39,12.9,0.355
Amarante Champs Elys es,Food,2,2,8,12,66.67,16.67,0.5
Amarante Champs Elys es,Location,6,26,33,65,50.77,9.23,0.415
Amarante Champs Elys es,Room,9,17,12,38,31.58,23.68,0.079
Amarante Champs Elys es,Staff_Service,10,16,27,53,50.94,18.87,0.321
Amarante Champs Elys es,Value,3,4,6,13,46.15,23.08,0.231
Amarante Champs Elys es,Wellness,0,0,1,1,100.0,0.0,1.0
Amba Hotel Charing Cross,Cleanliness,2,11,91,104,87.5,1.92,0.856
Amba Hotel Charing Cross,Facilities,5,12,69,86,80.23,5.81,0.744
Amba Hotel Charing Cross,Food,10,20,165,195,84.62,5.13,0.795
Amba Hotel Charing Cross,Location,7,51,345,403,85.61,1.74,0.839
Amba Hotel Charing Cross,Room,16,53,325,394,82.49,4.06,0.784
Amba Hotel Charing Cross,Staff_Service,9,42,477,528,90.34,1.7,0.886
Amba Hotel Charing Cross,Value,6,10,58,74,78.38,8.11,0.703
Amba Hotel Charing Cross,Wellness,0,1,3,4,75.0,0.0,0.75
Amba Hotel Marble Arch,Cleanliness,13,56,152,221,68.78,5.88,0.629
Amba Hotel Marble Arch,Facilities,20,54,85,159,53.46,12.58,0.409
Amba Hotel Marble Arch,Food,22,69,184,275,66.91,8.0,0.589
Amba Hotel Marble Arch,Location,55,194,355,604,58.77,9.11,0.497
Amba Hotel Marble Arch,Room,72,172,351,595,58.99,12.1,0.469
Amba Hotel Marble Arch,Staff_Service,63,124,370,557,66.43,11.31,0.551
Amba Hotel Marble Arch,Value,16,37,54,107,50.47,14.95,0.355
Amba Hotel Marble Arch,Wellness,1,3,8,12,66.67,8.33,0.583
Ambassade Hotel,Cleanliness,2,3,34,39,87.18,5.13,0.821
Ambassade Hotel,Facilities,0,9,28,37,75.68,0.0,0.757
Ambassade Hotel,Food,0,9,140,149,93.96,0.0,0.94
Ambassade Hotel,Location,4,30,237,271,87.45,1.48,0.86
Ambassade Hotel,Room,6,33,214,253,84.58,2.37,0.822
Ambassade Hotel,Staff_Service,3,21,318,342,92.98,0.88,0.921
Ambassade Hotel,Value,1,9,34,44,77.27,2.27,0.75
Ambassade Hotel,Wellness,0,2,9,11,81.82,0.0,0.818
Ambassadors Bloomsbury,Cleanliness,12,57,105,174,60.34,6.9,0.534
Ambassadors Bloomsbury,Facilities,6,33,52,91,57.14,6.59,0.505
Ambassadors Bloomsbury,Food,19,54,90,163,55.21,11.66,0.436
Ambassadors Bloomsbury,Location,26,167,201,394,51.02,6.6,0.444
Ambassadors Bloomsbury,Room,64,244,238,546,43.59,11.72,0.319
Ambassadors Bloomsbury,Staff_Service,26,99,168,293,57.34,8.87,0.485
Ambassadors Bloomsbury,Value,17,49,56,122,45.9,13.93,0.32
Ambassadors Bloomsbury,Wellness,1,0,2,3,66.67,33.33,0.333
Amp re,Cleanliness,0,7,24,31,77.42,0.0,0.774
Amp re,Facilities,2,6,24,32,75.0,6.25,0.688
Amp re,Food,1,6,34,41,82.93,2.44,0.805
Amp re,Location,1,10,63,74,85.14,1.35,0.838
Amp re,Room,3,18,62,83,74.7,3.61,0.711
Amp re,Staff_Service,0,7,65,72,90.28,0.0,0.903
Amp re,Value,0,3,17,20,85.0,0.0,0.85
Amp re,Wellness,1,0,0,1,0.0,100.0,-1.0
Amsterdam Canal Residence,Cleanliness,0,1,8,9,88.89,0.0,0.889
Amsterdam Canal Residence,Facilities,2,2,6,10,60.0,20.0,0.4
Amsterdam Canal Residence,Food,1,4,33,38,86.84,2.63,0.842
Amsterdam Canal Residence,Location,1,4,19,24,79.17,4.17,0.75
Amsterdam Canal Residence,Room,5,6,31,42,73.81,11.9,0.619
Amsterdam Canal Residence,Staff_Service,2,3,39,44,88.64,4.55,0.841
Amsterdam Canal Residence,Value,0,1,3,4,75.0,0.0,0.75
Amsterdam Canal Residence,Wellness,0,0,1,1,100.0,0.0,1.0
Amsterdam Marriott Hotel,Cleanliness,8,16,26,50,52.0,16.0,0.36
Amsterdam Marriott Hotel,Facilities,10,24,41,75,54.67,13.33,0.413
Amsterdam Marriott Hotel,Food,22,32,74,128,57.81,17.19,0.406
Amsterdam Marriott Hotel,Location,19,57,118,194,60.82,9.79,0.51
Amsterdam Marriott Hotel,Room,26,62,80,168,47.62,15.48,0.321
Amsterdam Marriott Hotel,Staff_Service,18,48,122,188,64.89,9.57,0.553
Amsterdam Marriott Hotel,Value,8,29,31,68,45.59,11.76,0.338
Amsterdam Marriott Hotel,Wellness,1,4,7,12,58.33,8.33,0.5
Andaz Amsterdam Prinsengracht A Hyatt Hotel,Cleanliness,0,2,7,9,77.78,0.0,0.778
Andaz Amsterdam Prinsengracht A Hyatt Hotel,Facilities,0,2,9,11,81.82,0.0,0.818
Andaz Amsterdam Prinsengracht A Hyatt Hotel,Food,1,6,49,56,87.5,1.79,0.857
